"Method","Cost","Data_Size","log_cost"
"Method-2",10133.0964285501,42.9368492735173,9.22356221969141
"Method-2",24428.8708328079,79.5728691622408,10.1035209426682
"Method-2",16602.0033699761,51.8812605311754,9.71727865200111
"Method-2",28970.8350846125,71.1814129843059,10.2740449161889
"Method-2",38562.5194872053,95.6886339632885,10.5600360859884
"Method-2",48691.5902269676,97.1888028482387,10.793261608881
"Method-2",49414.9066046948,90.0089373491709,10.8080074107892
"Method-2",66958.755747221,113.68209804282,11.11183212296
"Method-2",72723.7876477791,113.276927800279,11.1944238128605
"Method-2",93543.5114325637,141.091269129055,11.4461819699442
"Method-2",75976.7161965347,99.5762990780272,11.2381822064938
"Method-2",102495.276901664,126.537378890944,11.5375719974908
"Method-2",96026.8876340046,115.002260639526,11.4723835107559
"Method-2",167339.229606888,186.139298784081,12.0277783460795
"Method-2",174841.788126864,191.502506163049,12.0716367761433
"Method-2",188033.033816638,195.460534112929,12.1443729381672
"Method-2",201253.249140747,191.487392141529,12.2123193399492
"Method-2",199712.703111211,185.434264727215,12.2046351283533
"Method-2",233187.90455233,195.463457294493,12.359599864842
"Method-2",254094.733406504,207.086172295439,12.4454624426334
"Method-2",212377.763001794,172.94606107638,12.2661218689039
"Method-2",246636.890488482,194.815869264204,12.4156724549898
"Method-2",390780.549755723,279.728382072815,12.8759014275839
"Method-2",320018.681087379,226.963603608071,12.67613465147
"Method-2",418778.582442158,276.421506562481,12.9450976163703
"Method-2",348322.100894845,224.289826719153,12.7608829079581
"Method-2",383987.902724837,243.338341397235,12.8583663277529
"Method-2",440598.583669582,283.890839993288,12.9958894987959
"Method-2",407003.921960921,244.593703101515,12.9165781006459
"Method-2",518272.210768305,304.866006334297,13.1582558866268
"Method-2",546043.163508376,312.024664861929,13.2104533056471
"Method-2",522941.350573728,291.657194965827,13.1672245963645
"Method-2",567584.631763806,321.032031540614,13.2491451480801
"Method-2",609281.054219444,327.394440741238,13.3200349414145
"Method-2",673744.327671102,345.864644595022,13.4206059821289
"Method-2",716721.557688823,349.449808722,13.4824427006266
"Method-2",788223.266838843,396.490576880706,13.5775366622605
"Method-2",878426.208565692,417.900194369977,13.6858871860019
"Method-2",732473.118047876,348.46485159271,13.5041819202892
"Method-2",719553.635699926,335.456240419546,13.4863863483267
"Method-2",1082086.3181208,487.865788151846,13.8944015116583
"Method-2",961505.746232329,409.32556246587,13.7762558203138
"Method-2",1086156.81983563,464.765434247168,13.8981561703731
"Method-2",1133997.12578854,456.153308844948,13.9412592286886
"Method-2",1033158.59405264,421.697385327609,13.8481312639581
"Method-2",1183971.12529722,463.031335665709,13.9843847067108
"Method-2",1267124.99954985,497.106708336543,14.0522611123294
"Method-2",1206271.29581964,463.415787867707,14.003044586045
"Method-2",1164121.79609806,437.969073024102,13.9674775376227
"Method-2",1068523.23599126,406.282599236222,13.8817880998701
"Method-2",1472841.48927854,520.622654393262,14.2027040788454
"Method-2",1521032.49421254,542.644485983781,14.2348999347296
"Method-2",1474682.14970795,513.826532999285,14.203953032811
"Method-2",1435802.23363289,497.333645179386,14.1772342987946
"Method-2",1651082.63971505,563.31717492837,14.3169417759894
"Method-2",1658471.63823905,554.858360066593,14.3214070363723
"Method-2",1688710.0350367,548.638737828687,14.3394755025652
"Method-2",1593707.18338744,498.344960408832,14.2815734222025
"Method-2",2128397.25122714,679.78193906967,14.5708797902297
"Method-2",1626845.37259681,504.604644105709,14.30215334333
"Method-2",2139279.75873578,667.481984004923,14.5759797690101
"Method-2",2048443.26882774,619.988882817112,14.5325906815791
"Method-2",2185545.51948013,647.185525460508,14.5973760210165
"Method-2",2299511.87013915,665.368017980079,14.648207428001
"Method-2",2256431.06373829,632.053519254424,14.6292949476998
"Method-2",2195971.8479996,614.08608724821,14.6021352618571
"Method-2",2060595.81781071,587.064335558606,14.5385057308932
"Method-2",2450242.55297183,674.997948477088,14.7116975788336
"Method-2",2251658.4285057,619.608813567886,14.6271775820069
"Method-2",2607915.23257924,693.778992439276,14.7740616986551
"Method-2",2658220.05564934,721.166591331888,14.7931673047642
"Method-2",2526067.55063279,682.352120646349,14.7421743236699
"Method-2",2387986.08224854,618.168802031722,14.6859609252735
"Method-2",3269604.28370855,822.956024089744,15.0001795213942
"Method-2",2750127.66735123,697.294033304066,14.8271578930565
"Method-2",2750191.31947307,696.603677678083,14.8271810379403
"Method-2",3100480.82462512,756.030437606711,14.9470677621457
"Method-2",2910825.4136404,718.190331517492,14.8839472462265
"Method-2",3315606.97291171,807.109779189803,15.0141512637591
"Method-2",3366181.75032916,806.850850989732,15.0292896482137
"Method-2",3622528.04743712,845.39744397599,15.1026826957107
"Method-2",3483102.81649461,839.706561353571,15.0634340684343
"Method-2",3321233.40591961,759.486257928107,15.0158467797078
"Method-2",3628507.60938936,847.386176877477,15.1043319948152
"Method-2",4056878.54680427,901.328270785219,15.2159244050395
"Method-2",3891687.48552671,884.072577357271,15.1743534224368
"Method-2",3500297.56164999,782.714123803664,15.0683585404601
"Method-2",3655326.13180858,800.728615949306,15.1116958761343
"Method-2",4040276.53199996,867.012131330464,15.2118236961097
"Method-2",3897903.94728324,822.169151504585,15.1759495172076
"Method-2",3725042.63969897,791.38360732929,15.1305888566293
"Method-2",4827802.80307347,1004.95478831671,15.3899020159316
"Method-2",4280438.29555286,873.380594889381,15.2695659678179
"Method-2",3989088.92917144,795.272912514242,15.1990734242393
"Method-2",4319267.58249264,882.38357150003,15.2785964047569
"Method-2",4587832.12659359,911.369115334444,15.3389181668919
"Method-2",4026561.36879541,815.588691269072,15.2084233113273
"Method-2",4474724.74355529,889.961166180447,15.3139553979792
"Method-2",4548580.29544302,929.799733328499,15.3303257192583
"Method-2",4581903.05933019,905.872490970778,15.3376249849255
"Method-2",4952433.83592529,933.364839036052,15.4153896977332
"Method-2",5087160.78154353,973.619288333689,15.4422304296635
"Method-2",5121597.06878316,963.068271677917,15.4489768758731
"Method-2",5415403.97121666,1001.55427616361,15.5047580378907
"Method-2",5892518.21406396,1097.91656680901,15.5891940048464
"Method-2",5411322.49932176,978.539330799594,15.5040040755366
"Method-2",5967593.11142556,1080.88989520477,15.601854240161
"Method-2",5720391.74815359,1033.86801882407,15.5595478484503
"Method-2",5551759.83138238,977.939022614476,15.5296255221968
"Method-2",6519189.60538546,1149.16086821531,15.6902606325252
"Method-2",5952715.01878876,1022.10079306126,15.5993579791248
"Method-2",6196818.47098317,1058.74226396432,15.6395465684675
"Method-2",6297384.99211272,1084.82084274121,15.6556450245749
"Method-2",6304957.06200055,1053.63587266052,15.6568467172074
"Method-2",5709331.21331117,963.925580501633,15.5576124492578
"Method-2",6555136.71925639,1097.82895984867,15.6957595322098
"Method-2",6760546.56199136,1107.19727513779,15.7266142971164
"Method-2",6164097.07096011,1013.83175509212,15.6342522233449
"Method-2",6503005.26813909,1063.79932408623,15.68777497696
"Method-2",6732587.1236085,1097.40621411712,15.7224700443355
"Method-2",7411120.16666459,1173.57405647895,15.8184921554377
"Method-2",7346375.94644289,1148.58910982534,15.8097176810796
"Method-2",6985767.65635676,1087.95633956654,15.7593854453299
"Method-2",7038763.03821325,1101.70027206343,15.7669430078971
"Method-2",6855130.61254755,1076.83484331567,15.7405079244145
"Method-2",7572284.24200382,1152.90563976916,15.8400053291704
"Method-2",7861470.08963604,1198.02957781713,15.8774841812215
"Method-2",7600980.58830259,1171.18344966142,15.8437878217102
"Method-2",8752055.39382089,1348.54474481061,15.9847991328996
"Method-2",7919970.38723289,1196.00881715991,15.8848980247979
"Method-2",8442459.19697387,1239.89707695313,15.94878419818
"Method-2",8292584.97227711,1202.86988283683,15.9308722966338
"Method-2",8667381.5649774,1248.54243229291,15.9750772921823
"Method-2",9429602.93354416,1351.33318050217,16.059364546994
"Method-2",8077965.06006604,1174.97673600961,15.9046505497763
"Method-2",8860557.62449019,1245.50992753587,15.9971202579022
"Method-2",8730211.65242927,1246.46082987283,15.9823001717864
"Method-2",9445911.82807145,1301.08978348092,16.0610925950808
"Method-2",9592574.05477246,1337.87643720676,16.0764998211435
"Method-2",10470640.3188271,1467.09266061749,16.1640857384578
"Method-2",9428812.99674916,1291.08763477327,16.0592807714745
"Method-2",9239000.05890503,1287.12734172541,16.0389442190286
"Method-2",9459820.22784492,1304.26309497379,16.0625639374484
"Method-2",10029946.4371532,1358.5190894153,16.12108581966
"Method-2",9551800.79892998,1274.25304147945,16.0722402600137
"Method-2",9460184.59417699,1265.74586488854,16.0626024539642
"Method-2",10545844.1890704,1372.7992956353,16.1712424245532
"Method-2",9663431.54920969,1274.69087840782,16.0838593759459
"Method-2",10010219.3230803,1320.95794709426,16.119117061449
"Method-2",10517883.8554293,1346.54767064771,16.1685875906127
"Method-2",11284307.8128847,1486.92947857224,16.238923629435
"Method-2",10897906.178415,1376.34581692535,16.2040812350236
"Method-2",11398279.6036441,1467.90464953562,16.2489729900153
"Method-2",11358266.0305673,1447.09721373007,16.2454563214526
"Method-2",11375290.5228019,1430.67419479335,16.2469540629412
"Method-2",10712373.5567421,1331.39119522025,16.1869100384806
"Method-2",11684703.1782828,1427.92413274872,16.2737911236883
"Method-2",11290858.8497514,1394.96649984573,16.2395040049554
"Method-2",11514418.1825069,1403.68379647773,16.2591105630396
"Method-2",12845920.2768575,1573.86918363851,16.3685368307132
"Method-2",12516431.9875829,1518.80014410665,16.3425528980029
"Method-2",12596092.7182355,1556.03368971408,16.3488972221029
"Method-2",11990170.5269019,1438.01517473038,16.2995977493297
"Method-2",11916524.5991309,1426.78694912965,16.2934366166139
"Method-2",12663124.4762292,1541.46372199991,16.3542047433007
"Method-2",11832248.7446548,1436.82437700727,16.2863393061956
"Method-2",13538231.2736201,1574.94547157051,16.4210281871977
"Method-2",13301315.1314088,1545.40666102112,16.4033734703643
"Method-2",14290014.079104,1661.05010799768,16.4750715351473
"Method-2",13433830.7368999,1555.38158352436,16.4132867651241
"Method-2",13612022.3491098,1539.29914611668,16.4264639564698
"Method-2",13562008.8015251,1533.29664234314,16.42278297121
"Method-2",14800802.9542593,1680.76345153978,16.5101919909288
"Method-2",14477835.2811558,1637.39372100834,16.4881294365883
"Method-2",14676948.3482089,1642.63551742685,16.5017886813536
"Method-2",13943557.4037936,1535.63407530766,16.4505281246996
"Method-2",15269781.8956455,1670.4717094022,16.5413863939
"Method-2",14784378.5825507,1624.83554044958,16.5090816801217
"Method-2",15055011.3518737,1682.12417339371,16.5272214739245
"Method-2",14473139.2392081,1564.32546900217,16.4878050231917
"Method-2",15522570.7086325,1700.91723741316,16.5578056974456
"Method-2",14772106.8096881,1590.2795575076,16.5082512854787
"Method-2",15485149.4685838,1671.90125983414,16.5553920238184
"Method-2",15253304.4387684,1626.32524136564,16.5403067220544
"Method-2",16333109.2670392,1713.68264264392,16.6087048489682
"Method-2",16253461.2638873,1717.58018217133,16.6038164449132
"Method-2",15734352.0027074,1643.78938599116,16.5713569057265
"Method-2",17092341.9235421,1800.14132949364,16.6541410804337
"Method-2",15763799.9795555,1640.86603305459,16.5732267287844
"Method-2",16398030.6380536,1691.2160311524,16.6126718025384
"Method-2",16847283.6383943,1735.22336372379,16.6396999933633
"Method-2",16801422.3998693,1707.28812111262,16.6369741074484
"Method-2",17031467.7000574,1718.09418945399,16.6505732321348
"Method-2",18221472.8020462,1842.22756061533,16.7181112808896
"Method-2",18794839.9768949,1902.31173855212,16.7490929208125
"Method-2",17303332.5930232,1723.26786107193,16.6664096763511
"Method-2",18001948.3981945,1788.03619370228,16.7059905543466
"Method-2",18355785.335907,1822.99983473106,16.7254553599366
"Method-2",18138091.0016523,1817.99047826524,16.7135247601593
"Method-2",18239684.2881758,1809.49248890633,16.7191102336984
"Method-2",17719696.0598298,1732.1306021339,16.6901873506143
"Method-2",19093014.2891279,1843.66688771031,16.7648330820915
"Method-2",19513511.1848537,1886.09232407247,16.7866176648771
"Method-2",18596823.5303962,1785.58075183833,16.7385013461635
"Method-2",19560108.3543184,1886.58452491497,16.7890027621424
"Method-2",19409676.1746933,1837.16764549866,16.7812822715796
"Method-2",20700057.6402368,1969.93315952006,16.8456470427842
"Method-2",20057038.8907589,1899.52068290168,16.8140907169781
"Method-2",20463989.8172341,1920.96027571896,16.8341773052065
"Method-2",20620476.5962221,1898.40513682767,16.8417951495848
"Method-2",19763403.4216918,1862.01275878008,16.7993424733926
"Method-2",22416105.7761804,2093.78906932378,16.9252902663281
"Method-2",20238587.2276647,1877.24582391844,16.8231015989426
"Method-2",21511165.8815123,1956.62778620268,16.884082701612
"Method-2",20872267.7503389,1926.37450395375,16.8539319339235
"Method-2",19676134.2679528,1762.93649923419,16.7949170008196
"Method-2",20093008.3834774,1797.22794127705,16.8158824709003
"Method-2",22974978.1530989,2042.76501761349,16.9499162753067
"Method-2",22719133.2457524,2018.76072914096,16.9387180016948
"Method-2",22678001.9570773,2026.26893826637,16.9369059358124
"Method-2",22215746.8337638,1972.10358044952,16.9163119122324
"Method-2",21048904.7447207,1887.79414750859,16.8623590856093
"Method-2",22402482.6215526,1976.57337405617,16.9246823420032
"Method-2",23329027.6555426,2043.89588711605,16.9652089652698
"Method-2",22686103.6614584,1983.91811643711,16.9372631214929
"Method-2",22858431.2153645,2004.24648972946,16.9448305882265
"Method-2",24983756.6978457,2142.50550534652,17.0337364395789
"Method-2",24496704.445163,2116.34595638558,17.014049154025
"Method-2",23196691.1251783,1996.44471341581,16.9595202025501
"Method-2",25829967.4759826,2195.11918721701,17.0670459059145
"Method-2",24045100.7489918,2050.92978070554,16.9954418227035
"Method-2",26878051.6380377,2280.5066721566,17.1068205872882
"Method-2",23702183.0076812,2018.06581589453,16.9810777118922
"Method-2",26250292.9939167,2194.29014410405,17.0831877086126
"Method-2",25487189.7842171,2128.0111700941,17.0536865224996
"Method-2",27369011.2542832,2257.05189298064,17.1249219552011
"Method-2",25525118.3386849,2126.91595189441,17.0551735581917
"Method-2",26724583.6970191,2214.13286636446,17.1010944374676
"Method-2",26566089.462883,2175.94311269416,17.0951461282396
"Method-2",24921907.9595342,2063.75521360833,17.0312578123369
"Method-2",27719624.7035396,2259.69060923939,17.137651193361
"Method-2",28066232.5806874,2276.07108755879,17.1500777241785
"Method-2",27171221.7988833,2182.25217242658,17.1176689490659
"Method-2",26895915.2606511,2158.06108165378,17.1074849839954
"Method-2",27897273.6747162,2279.74778742472,17.1440395242648
"Method-2",25260160.1953973,2036.78118008364,17.0447390167271
"Method-2",27243160.6655772,2158.21600773011,17.1203130628221
"Method-2",27708506.7775055,2192.47561145003,17.1372500278919
"Method-2",25909459.8789978,2029.56759196286,17.0701187062769
"Method-2",31433962.1107057,2482.54320886951,17.2633994622574
"Method-2",27249533.6901559,2193.65107793881,17.1205469666393
"Method-2",28743903.0128223,2244.21478863384,17.1739362335986
"Method-2",30033798.971341,2325.85758315968,17.2178339378305
"Method-2",28328786.3550071,2198.58644586784,17.15938903132
"Method-2",28654243.0757961,2240.363023909,17.1708120905361
"Method-2",29840350.4769823,2333.83000758504,17.211372078438
"Method-2",31033271.5547755,2372.39290228389,17.2505704628611
"Method-2",29620336.4525074,2269.58366811029,17.2039717257032
"Method-2",31930667.9908353,2423.39617416783,17.2790774849493
"Method-2",31380953.0655793,2345.53801222657,17.26171167656
"Method-2",31118849.8263462,2405.60063592658,17.2533242972838
"Method-2",32755404.7429325,2460.40747712255,17.3045785367481
"Method-2",30803175.7500344,2283.06965238915,17.2431283513958
"Method-2",36582942.7887525,2695.86903380637,17.4150926457162
"Method-2",34133094.440339,2565.2408267202,17.3457779830589
"Method-2",32434447.7177798,2393.3329189625,17.2947316171305
"Method-2",33750415.5882995,2486.21845954324,17.3345032889344
"Method-2",32778001.2782008,2401.49470863806,17.3052681556016
"Method-2",35182584.7762314,2577.85644608964,17.3760617674636
"Method-2",33235255.2641797,2415.00183579274,17.3191217760114
"Method-2",33752692.1004143,2441.0712446962,17.3345707380399
"Method-2",33642902.2473478,2452.64286996776,17.33131266305
"Method-2",30760027.498746,2247.5542524292,17.2417265965788
"Method-2",34616622.8794237,2505.18330289649,17.3598445546995
"Method-2",36447958.9502451,2613.13155651313,17.4113960189731
"Method-2",35579515.9050574,2506.65886325613,17.3872806342931
"Method-2",33703828.9660117,2392.54837552436,17.3331220080379
"Method-2",37250739.6287535,2607.49962402026,17.4331823583982
"Method-2",34675925.3035675,2464.87953536875,17.3615562088435
"Method-2",35056034.0547393,2486.24354998151,17.3724583122552
"Method-2",34469950.2317893,2409.13826053881,17.3555984946797
"Method-2",36782662.3047438,2546.39406747967,17.4205371590979
"Method-2",39329573.7458359,2685.16240498641,17.4874873064605
"Method-2",37256468.6023057,2579.55193535316,17.4333361414669
"Method-2",38937479.7047412,2662.02773670207,17.4774678332853
"Method-2",38082777.4368878,2649.60533200361,17.4552727021207
"Method-2",41364287.7382983,2829.48818238582,17.5379284515122
"Method-2",39494719.9996571,2709.57189898855,17.4916775500418
"Method-2",37503451.8974681,2545.02252290093,17.4399435373034
"Method-2",39069283.1264604,2648.22633542062,17.4808471184232
"Method-2",38757988.0892074,2609.78978447292,17.4728474367564
"Method-2",39468201.5894998,2708.12416560312,17.4910058826156
"Method-2",39568880.1611964,2688.1032718204,17.4935535127639
"Method-2",38512825.0319302,2588.40144041469,17.4665018614991
"Method-2",39655532.8101488,2666.99393437009,17.4957410375497
"Method-2",41849766.9154437,2786.82605816366,17.5495967853608
"Method-2",40019017.7393874,2656.24702903142,17.5048653425755
"Method-2",41985751.0661582,2787.34322951326,17.5528408583563
"Method-2",43010940.6343917,2849.91655409434,17.5769650746531
"Method-2",41176161.040552,2723.29107411058,17.5333700313366
"Method-2",41951005.3788479,2748.36251171697,17.552012956713
"Method-2",41024051.6510235,2679.9093056587,17.5296690783057
"Method-2",45150993.8360267,2915.7890756233,17.6255228494571
"Method-2",41720447.0457927,2673.35941598057,17.5465019034228
"Method-2",45245015.37343,2901.62350884564,17.6276030645492
"Method-2",44319988.7825868,2884.47697901639,17.6069463473028
"Method-2",42238950.2884478,2710.75281019431,17.5588533459277
"Method-2",42632180.3900204,2739.50523004886,17.5681199342789
"Method-2",45778153.949185,2918.78053743848,17.6393175472804
"Method-2",43986293.2394874,2798.46629593379,17.5993886260666
"Method-2",45991578.8781154,2917.13680566506,17.6439688698273
"Method-2",43592359.5153735,2758.13726766046,17.5903924524898
"Method-2",45615527.2657869,2900.82844297532,17.6357587267388
"Method-2",48652728.2603698,3042.88750143034,17.7002184443737
"Method-2",49886185.1634887,3121.00758029834,17.7252546719605
"Method-2",44133194.0858274,2807.09795737358,17.6027227576391
"Method-2",46726518.9489488,2918.58331973447,17.6598224190482
"Method-2",45084112.6756353,2836.19229212602,17.6240404735787
"Method-2",46204631.87376,2860.08244343918,17.6485906080344
"Method-2",46271756.1199955,2886.03231584828,17.6500423139126
"Method-2",49427835.4665792,3048.46647752431,17.7160242944514
"Method-2",48466712.3973189,2983.85226850452,17.6963877779437
"Method-2",49729465.832702,3061.02830436428,17.722108189284
"Method-2",47774681.2582814,2888.95696065075,17.6820063763422
"Method-2",48628983.7613839,2912.43838781721,17.6997302848016
"Method-2",47431854.8060422,2861.13251333347,17.6748046032676
"Method-2",49876169.1406299,3001.51466213094,17.7250538743157
"Method-2",54807952.7870928,3314.06172373278,17.8193458652409
"Method-2",50235446.7977249,2994.84003801865,17.732231446991
"Method-2",49534793.1452594,2982.58629246504,17.7181858724496
"Method-2",51874029.4414061,3084.98539645591,17.7643288267769
"Method-2",51963242.9108401,3088.27070669441,17.7660471594981
"Method-2",52829911.0911223,3100.5288509374,17.782588086215
"Method-2",50437639.1502501,2954.75331870241,17.7362482628556
"Method-2",51186673.0287891,3015.2375723839,17.7509897637213
"Method-2",52117396.3162164,3100.74942385866,17.7690093534132
"Method-2",52481217.210382,3070.8728619299,17.7759658961265
"Method-2",51789597.2525991,3005.95491628064,17.7626998618222
"Method-2",55334923.8265306,3187.31201120504,17.8289148010926
"Method-2",54389940.9128219,3153.95424255274,17.8116897850375
"Method-2",53493745.1795085,3087.30566050144,17.7950752924989
"Method-2",54670180.4611754,3160.30871502257,17.8168289717835
"Method-2",54654508.2464763,3158.85494431143,17.8165422622581
"Method-2",52576976.3504535,3047.76397602768,17.7777888699155
"Method-2",54414385.6070367,3112.23893886049,17.8121391181736
"Method-2",55517290.289588,3155.46722118836,17.8322050669485
"Method-2",53604662.0230754,3069.26206831236,17.7971466003011
"Method-2",54489933.4448266,3117.98657844052,17.8135265351386
"Method-2",57321853.6830444,3261.37082857558,17.8641924996031
"Method-2",58686240.0857333,3308.13078273581,17.8877158465146
"Method-2",57596406.1958971,3252.93155969147,17.8689707312873
"Method-2",56812808.2323972,3196.04006707905,17.85527235532
"Method-2",57718797.5793826,3255.79859992005,17.8710934596949
"Method-2",56244404.5267181,3079.18561955097,17.8452171190203
"Method-2",58585174.8038785,3265.25330531036,17.885992232845
"Method-2",61091023.9929472,3424.76869564678,17.9278755065242
"Method-2",60596353.6792232,3396.84700259113,17.9197452789194
"Method-2",58769483.3252601,3228.38295568337,17.8891332870794
"Method-2",61467743.6705015,3391.13669152055,17.9340231020195
"Method-2",59064826.7996062,3267.94438417651,17.8941461579911
"Method-2",61801505.538233,3354.22011062323,17.9394382835913
"Method-2",54214271.9146159,2969.18078288054,17.8084547512052
"Method-2",62410146.2904913,3409.83151890353,17.9492384209307
"Method-2",63733512.3931674,3518.66131470035,17.9702210794257
"Method-2",67587726.4859943,3628.67639246184,18.028936963671
"Method-2",59729330.4709437,3260.51260827249,17.9053337553864
"Method-2",64309867.2899323,3454.91926990074,17.9792236345097
"Method-2",63206254.9878984,3416.55432367018,17.9619138255473
"Method-2",61481678.4482468,3300.14377070568,17.9342497769817
"Method-2",63505832.9615273,3381.38719778113,17.9666423173061
"Method-2",63850213.0492014,3382.79274432855,17.9720504771515
"Method-2",63810076.3160842,3363.91355981255,17.9714216718332
"Method-2",60196105.9668889,3234.4369441131,17.9131182232515
"Method-2",65722364.0855235,3495.31266742134,18.0009498225728
"Method-2",67294105.2883711,3582.71337317634,18.024583202196
"Method-2",65330164.4375067,3408.47104072138,17.9949644238428
"Method-2",66567397.262003,3475.92278533774,18.0137254850508
"Method-2",63526118.0451519,3304.34944318085,17.9669616870967
"Method-2",67039186.7363571,3503.30198246013,18.0207878830436
"Method-2",65463506.4492578,3414.00294389871,17.9970033918914
"Method-2",66702748.3165091,3504.76819653789,18.0157567141825
"Method-2",69859639.2759794,3537.19692536605,18.0619986338023
"Method-2",66503383.1975128,3476.75570877838,18.0127633794826
"Method-2",65080971.8962378,3376.09440764838,17.9911427740733
"Method-2",69316176.1421652,3554.85800000847,18.0541888588863
"Method-2",67852255.1976023,3461.67313900323,18.0328431816825
"Method-2",69875646.0701975,3603.88086390208,18.0622277354819
"Method-2",66744764.7815359,3437.08557503146,18.0163864219297
"Method-2",69446295.9583933,3572.70788961793,18.0560642918099
"Method-2",70121578.4968258,3568.70978150673,18.0657411291277
"Method-2",71764049.0740657,3632.15148669226,18.0888941993469
"Method-2",72015991.0769558,3634.05112161053,18.0923987506112
"Method-2",71091853.4927851,3580.91238063693,18.0794833100483
"Method-2",72290180.2796411,3638.52326754787,18.0961988588126
"Method-2",68555326.8534873,3445.51072289729,18.0431516685172
"Method-2",74999881.0780287,3724.11147912154,18.132997085873
"Method-2",74711172.1138822,3786.67876907665,18.1291401986776
"Method-2",68778832.6121913,3410.63337360861,18.0464065900444
"Method-2",71435531.3656811,3574.09973311058,18.0843059417038
"Method-2",71556187.9396272,3544.14006635103,18.085993544359
"Method-2",72472159.7679107,3588.79666078591,18.0987130428756
"Method-2",72296370.8183801,3502.73114430136,18.0962844897195
"Method-2",71915194.6896805,3566.69120119429,18.0909981312358
"Method-2",76189978.5383415,3757.82878117591,18.1487404967631
"Method-2",72654697.9782258,3564.30033252678,18.1012286117979
"Method-2",73364948.8314465,3557.95096175783,18.1109568431716
"Method-2",77943212.3302494,3786.40817732569,18.1714910724508
"Method-2",72258204.6603619,3509.0425728614,18.0957564378224
"Method-2",74351127.1791145,3601.58531191215,18.1243093912009
"Method-2",76622382.3942392,3760.23862169305,18.1543997903874
"Method-2",81999499.1387288,3909.76489480421,18.2222236971456
"Method-2",71365866.7937076,3433.52738964193,18.083330256894
"Method-2",78595186.8224447,3806.24663772796,18.1798210191687
"Method-2",80059565.9593586,3819.08915514758,18.1982814900721
"Method-2",76318480.8341702,3623.34334302665,18.1504256796935
"Method-2",77595247.3358456,3691.32045743997,18.1670167376058
"Method-2",78736049.0346457,3737.41154576569,18.1816116648606
"Method-2",81221948.6417913,3861.45995254309,18.2126960720768
"Method-2",77513931.5201688,3689.5583569027,18.165968239719
"Method-2",81303946.5452013,3836.53956895061,18.2137051163313
"Method-2",80612911.4136239,3780.91606461348,18.2051693858836
"Method-2",81792447.0787758,3791.07518325728,18.2196954633096
"Method-2",83688406.7157226,3942.35946465624,18.2426110158988
"Method-2",83453293.5648531,3886.06722071493,18.239797674817
"Method-2",80503525.3096326,3777.73464615827,18.2038115340962
"Method-2",88226985.6552485,4113.52973028947,18.2954234339909
"Method-2",83137074.1047345,3847.15752451339,18.23600129878
"Method-2",86727239.5071291,4018.12636708345,18.2782785735726
"Method-2",82881766.2862882,3808.5546496778,18.2329256476177
"Method-2",84598454.6819352,3857.48277241964,18.2534265582386
"Method-2",84571435.6186008,3912.98920180451,18.253107127121
"Method-2",85821833.20155,3943.65560157844,18.2677839983057
"Method-2",87280505.8680079,3967.65641731102,18.2846376953936
"Method-2",84628683.7645423,3866.79538355763,18.2537838187018
"Method-2",84507916.823972,3858.28045582669,18.2523557781633
"Method-2",86437292.0204905,3945.28696063218,18.2749297612604
"Method-2",88538684.0481822,3987.33096366504,18.2989501223634
"Method-2",88291513.7198222,4029.73590688372,18.2961545535923
"Method-2",84957693.7414384,3816.95092737166,18.2576639698616
"Method-2",87719945.2989378,3949.39198140281,18.2896598579266
"Method-2",89260501.8218759,4026.72900355826,18.3070696391737
"Method-2",93565945.7058038,4192.96194065892,18.3541770473169
"Method-2",90936816.4358992,4058.04883912264,18.3256754984457
"Method-2",93047348.1244472,4166.73450022154,18.3486190411778
"Method-2",92209241.3918635,4132.16407760984,18.3395709155198
"Method-2",85371659.3625297,3834.34355996091,18.2625247461003
"Method-2",89811155.5273023,4021.09494189847,18.3132197519189
"Method-2",90593162.5550855,4001.64152811898,18.3218892996784
"Method-2",92921562.7066768,4024.49489829255,18.3472662834896
"Method-2",89598075.7733744,3930.25730461791,18.310844401971
"Method-2",97129906.3390555,4214.42731544477,18.3915598810936
"Method-2",95274937.1069429,4217.38467119397,18.3722773446027
"Method-2",95867004.8798725,4177.21154160665,18.378472423091
"Method-2",92211523.1427234,4030.92862138151,18.3395956605735
"Method-2",93846823.5665886,4090.43383893077,18.3571744745699
"Method-2",88387813.3965217,3831.95237130503,18.2972446605992
"Method-2",90513028.2493681,3974.05287361117,18.3210043568657
"Method-2",95373274.0151744,4161.50074243714,18.3733089505787
"Method-2",92647371.3368226,4010.36149843402,18.3443111383215
"Method-2",98151970.8240034,4241.29162665298,18.4020275581999
"Method-2",94466592.2728667,4006.04691373846,18.3637568090387
"Method-2",97855347.0358694,4220.26769465086,18.3990008955445
"Method-2",97653952.566075,4167.1909433334,18.3969406913349
"Method-2",100100911.97824,4214.06550384103,18.4216893549157
"Method-2",103634912.159943,4368.17332602499,18.4563848209821
"Method-2",100183443.988654,4232.86479587013,18.422513503309
"Method-2",98340741.6107225,4208.53090301376,18.4039489612123
"Method-2",96665138.4847001,4058.49099356369,18.3867633833728
"Method-2",103334612.553909,4367.11235541835,18.4534829462527
"Method-2",99987194.7311281,4287.98330607805,18.4205526830642
"Method-2",95048273.4004277,4059.98348641355,18.369895461562
"Method-2",101019734.357843,4259.02164331729,18.4308264454011
